,t,Uz,U,I
835,0.000167,-3.72,-0.014,0.0001404212637913741
836,0.0001672,-3.72,-0.01,0.00010030090270812437
837,0.0001674,-3.72,-0.01,0.00010030090270812437
838,0.00016759999999999998,-3.72,-0.01,0.00010030090270812437
839,0.00016779999999999999,-3.72,-0.008,8.02407221664995e-05
840,0.000168,-3.72,-0.004,4.012036108324975e-05
841,0.0001682,-3.72,-0.004,4.012036108324975e-05
842,0.0001684,-3.72,-0.002,2.0060180541624874e-05
843,0.0001686,-3.72,-0.002,2.0060180541624874e-05
844,0.00016879999999999998,-3.72,0.0,-0.0
845,0.000169,-3.68,0.0,-0.0
846,0.0001692,-3.72,0.004,-4.012036108324975e-05
847,0.0001694,-3.72,0.004,-4.012036108324975e-05
848,0.0001696,-3.68,0.004,-4.012036108324975e-05
849,0.0001698,-3.72,0.008,-8.02407221664995e-05
850,0.00016999999999999999,-3.72,0.01,-0.00010030090270812437
851,0.0001702,-3.72,0.01,-0.00010030090270812437
852,0.0001704,-3.72,0.01,-0.00010030090270812437
853,0.0001706,-3.72,0.014,-0.0001404212637913741
854,0.0001708,-3.72,0.014,-0.0001404212637913741
855,0.000171,-3.72,0.016,-0.000160481444332999
856,0.0001712,-3.72,0.016,-0.000160481444332999
857,0.0001714,-3.7600000000000002,0.018000000000000002,-0.00018054162487462388
858,0.0001716,-3.72,0.02,-0.00020060180541624874
859,0.0001718,-3.72,0.02,-0.00020060180541624874
860,0.000172,-3.72,0.022,-0.0002206619859578736
861,0.00017219999999999998,-3.68,0.024,-0.0002407221664994985
862,0.0001724,-3.72,0.024,-0.0002407221664994985
863,0.0001726,-3.72,0.026000000000000002,-0.00026078234704112336
864,0.0001728,-3.72,0.026000000000000002,-0.00026078234704112336
865,0.000173,-3.7600000000000002,0.028,-0.0002808425275827482
866,0.0001732,-3.72,0.03,-0.0003009027081243731
867,0.00017339999999999999,-3.72,0.03,-0.0003009027081243731
868,0.0001736,-3.72,0.03,-0.0003009027081243731
869,0.0001738,-3.7600000000000002,0.032,-0.000320962888665998
870,0.000174,-3.72,0.034,-0.0003410230692076229
871,0.0001742,-3.7600000000000002,0.034,-0.0003410230692076229
872,0.0001744,-3.72,0.034,-0.0003410230692076229
873,0.0001746,-3.7600000000000002,0.034,-0.0003410230692076229
874,0.0001748,-3.72,0.038,-0.0003811434302908726
875,0.000175,-3.72,0.04,-0.00040120361083249747
876,0.0001752,-3.72,0.038,-0.0003811434302908726
877,0.0001754,-3.72,0.04,-0.00040120361083249747
878,0.0001756,-3.72,0.042,-0.0004212637913741224
879,0.0001758,-3.72,0.04,-0.00040120361083249747
880,0.000176,-3.72,0.042,-0.0004212637913741224
881,0.0001762,-3.72,0.044,-0.0004413239719157472
882,0.0001764,-3.72,0.042,-0.0004212637913741224
883,0.0001766,-3.72,0.046,-0.0004613841524573721
884,0.00017680000000000001,-3.7600000000000002,0.046,-0.0004613841524573721
885,0.000177,-3.7600000000000002,0.046,-0.0004613841524573721
886,0.0001772,-3.72,0.046,-0.0004613841524573721
887,0.0001774,-3.7600000000000002,0.048,-0.000481444332998997
888,0.0001776,-3.7600000000000002,0.048,-0.000481444332998997
889,0.0001778,-3.72,0.048,-0.000481444332998997
890,0.000178,-3.7600000000000002,0.048,-0.000481444332998997
891,0.0001782,-3.72,0.05,-0.0005015045135406219
892,0.0001784,-3.72,0.05,-0.0005015045135406219
893,0.0001786,-3.7600000000000002,0.05,-0.0005015045135406219
894,0.0001788,-3.72,0.05,-0.0005015045135406219
895,0.00017900000000000001,-3.7600000000000002,0.05,-0.0005015045135406219
896,0.0001792,-3.72,0.05,-0.0005015045135406219
897,0.0001794,-3.72,0.052000000000000005,-0.0005215646940822467
898,0.0001796,-3.7600000000000002,0.05,-0.0005015045135406219
899,0.0001798,-3.7600000000000002,0.05,-0.0005015045135406219
900,0.00018,-3.72,0.05,-0.0005015045135406219
901,0.00018020000000000002,-3.72,0.05,-0.0005015045135406219
902,0.0001804,-3.7600000000000002,0.052000000000000005,-0.0005215646940822467
903,0.0001806,-3.7600000000000002,0.052000000000000005,-0.0005215646940822467
904,0.0001808,-3.7600000000000002,0.052000000000000005,-0.0005215646940822467
905,0.000181,-3.72,0.052000000000000005,-0.0005215646940822467
906,0.0001812,-3.72,0.054,-0.0005416248746238716
907,0.00018140000000000002,-3.72,0.05,-0.0005015045135406219
908,0.0001816,-3.7600000000000002,0.05,-0.0005015045135406219
909,0.0001818,-3.72,0.054,-0.0005416248746238716
910,0.000182,-3.72,0.05,-0.0005015045135406219
911,0.0001822,-3.72,0.048,-0.000481444332998997
912,0.00018240000000000002,-3.7600000000000002,0.05,-0.0005015045135406219
913,0.0001826,-3.7600000000000002,0.05,-0.0005015045135406219
914,0.0001828,-3.72,0.048,-0.000481444332998997
915,0.000183,-3.72,0.05,-0.0005015045135406219
916,0.0001832,-3.72,0.048,-0.000481444332998997
917,0.0001834,-3.7600000000000002,0.048,-0.000481444332998997
918,0.00018360000000000002,-3.7600000000000002,0.048,-0.000481444332998997
919,0.0001838,-3.7600000000000002,0.048,-0.000481444332998997
920,0.000184,-3.72,0.046,-0.0004613841524573721
921,0.0001842,-3.72,0.046,-0.0004613841524573721
922,0.0001844,-3.72,0.046,-0.0004613841524573721
923,0.00018460000000000001,-3.7600000000000002,0.046,-0.0004613841524573721
924,0.00018480000000000002,-3.72,0.042,-0.0004212637913741224
925,0.000185,-3.72,0.042,-0.0004212637913741224
926,0.0001852,-3.7600000000000002,0.042,-0.0004212637913741224
927,0.0001854,-3.72,0.042,-0.0004212637913741224
928,0.0001856,-3.72,0.04,-0.00040120361083249747
929,0.00018580000000000002,-3.7600000000000002,0.038,-0.0003811434302908726
930,0.00018600000000000002,-3.72,0.038,-0.0003811434302908726
931,0.0001862,-3.72,0.038,-0.0003811434302908726
932,0.0001864,-3.72,0.038,-0.0003811434302908726
933,0.0001866,-3.7600000000000002,0.038,-0.0003811434302908726
934,0.00018680000000000001,-3.72,0.034,-0.0003410230692076229
935,0.00018700000000000002,-3.72,0.036000000000000004,-0.00036108324974924776
936,0.00018720000000000002,-3.7600000000000002,0.034,-0.0003410230692076229
937,0.0001874,-3.72,0.032,-0.000320962888665998
938,0.0001876,-3.72,0.032,-0.000320962888665998
939,0.0001878,-3.72,0.03,-0.0003009027081243731
940,0.00018800000000000002,-3.72,0.028,-0.0002808425275827482
941,0.00018820000000000002,-3.72,0.03,-0.0003009027081243731
942,0.0001884,-3.72,0.026000000000000002,-0.00026078234704112336
943,0.0001886,-3.72,0.026000000000000002,-0.00026078234704112336
944,0.0001888,-3.72,0.024,-0.0002407221664994985
945,0.000189,-3.72,0.024,-0.0002407221664994985
946,0.00018920000000000002,-3.72,0.022,-0.0002206619859578736
947,0.00018940000000000002,-3.72,0.02,-0.00020060180541624874
948,0.0001896,-3.72,0.018000000000000002,-0.00018054162487462388
949,0.0001898,-3.72,0.018000000000000002,-0.00018054162487462388
950,0.00019,-3.72,0.016,-0.000160481444332999
951,0.00019020000000000002,-3.72,0.016,-0.000160481444332999
952,0.00019040000000000002,-3.72,0.014,-0.0001404212637913741
953,0.00019060000000000003,-3.72,0.014,-0.0001404212637913741
954,0.0001908,-3.72,0.012,-0.00012036108324974925
955,0.000191,-3.72,0.012,-0.00012036108324974925
956,0.0001912,-3.72,0.01,-0.00010030090270812437
957,0.00019140000000000002,-3.72,0.008,-8.02407221664995e-05
958,0.00019160000000000002,-3.72,0.008,-8.02407221664995e-05
959,0.00019180000000000003,-3.72,0.006,-6.0180541624874626e-05
960,0.000192,-3.72,0.006,-6.0180541624874626e-05
961,0.00019219999999999998,-3.72,0.002,-2.0060180541624874e-05
962,0.0001924,-3.72,0.002,-2.0060180541624874e-05
963,0.0001926,-3.72,0.0,-0.0
964,0.0001928,-3.68,0.0,-0.0
965,0.000193,-3.72,-0.002,2.0060180541624874e-05
966,0.0001932,-3.72,-0.004,4.012036108324975e-05
967,0.00019339999999999998,-3.68,-0.006,6.0180541624874626e-05
968,0.0001936,-3.72,-0.006,6.0180541624874626e-05
969,0.0001938,-3.68,-0.006,6.0180541624874626e-05
970,0.000194,-3.72,-0.008,8.02407221664995e-05
971,0.0001942,-3.72,-0.01,0.00010030090270812437
972,0.00019439999999999998,-3.72,-0.01,0.00010030090270812437
973,0.0001946,-3.72,-0.012,0.00012036108324974925
974,0.0001948,-3.72,-0.014,0.0001404212637913741
975,0.000195,-3.72,-0.016,0.000160481444332999
976,0.0001952,-3.68,-0.016,0.000160481444332999
977,0.0001954,-3.72,-0.016,0.000160481444332999
978,0.00019559999999999998,-3.72,-0.018000000000000002,0.00018054162487462388
979,0.0001958,-3.72,-0.018000000000000002,0.00018054162487462388
980,0.000196,-3.72,-0.018000000000000002,0.00018054162487462388
981,0.0001962,-3.72,-0.02,0.00020060180541624874
982,0.0001964,-3.72,-0.022,0.0002206619859578736
983,0.0001966,-3.72,-0.024,0.0002407221664994985
984,0.00019679999999999999,-3.72,-0.026000000000000002,0.00026078234704112336
985,0.000197,-3.72,-0.026000000000000002,0.00026078234704112336
986,0.0001972,-3.72,-0.026000000000000002,0.00026078234704112336
987,0.0001974,-3.72,-0.026000000000000002,0.00026078234704112336
988,0.0001976,-3.72,-0.028,0.0002808425275827482
989,0.0001978,-3.72,-0.03,0.0003009027081243731
990,0.000198,-3.72,-0.032,0.000320962888665998
991,0.0001982,-3.72,-0.032,0.000320962888665998
992,0.0001984,-3.68,-0.032,0.000320962888665998
993,0.0001986,-3.72,-0.034,0.0003410230692076229
994,0.0001988,-3.68,-0.032,0.000320962888665998
995,0.000199,-3.72,-0.034,0.0003410230692076229
996,0.0001992,-3.72,-0.034,0.0003410230692076229
997,0.0001994,-3.68,-0.036000000000000004,0.00036108324974924776
998,0.0001996,-3.68,-0.038,0.0003811434302908726
999,0.0001998,-3.68,-0.038,0.0003811434302908726
1000,0.0002,-3.72,-0.038,0.0003811434302908726
1001,0.00020020000000000001,-3.72,-0.038,0.0003811434302908726
1002,0.0002004,-3.72,-0.04,0.00040120361083249747
1003,0.00020060000000000002,-3.68,-0.04,0.00040120361083249747
1004,0.0002008,-3.72,-0.042,0.0004212637913741224
1005,0.00020100000000000003,-3.68,-0.04,0.00040120361083249747
1006,0.0002012,-3.64,-0.042,0.0004212637913741224
1007,0.00020140000000000002,-3.72,-0.042,0.0004212637913741224
1008,0.0002016,-3.68,-0.042,0.0004212637913741224
1009,0.00020180000000000003,-3.72,-0.042,0.0004212637913741224
1010,0.000202,-3.72,-0.044,0.0004413239719157472
1011,0.00020220000000000004,-3.68,-0.044,0.0004413239719157472
1012,0.00020240000000000001,-3.72,-0.042,0.0004212637913741224
1013,0.00020260000000000002,-3.72,-0.044,0.0004413239719157472
1014,0.0002028,-3.72,-0.044,0.0004413239719157472
1015,0.00020300000000000003,-3.72,-0.044,0.0004413239719157472
1016,0.0002032,-3.68,-0.044,0.0004413239719157472
1017,0.00020340000000000004,-3.72,-0.046,0.0004613841524573721
1018,0.00020360000000000002,-3.72,-0.046,0.0004613841524573721
1019,0.00020380000000000002,-3.72,-0.048,0.000481444332998997
1020,0.000204,-3.72,-0.046,0.0004613841524573721
1021,0.00020420000000000003,-3.68,-0.046,0.0004613841524573721
1022,0.0002044,-3.72,-0.046,0.0004613841524573721
1023,0.0002046,-3.68,-0.046,0.0004613841524573721
1024,0.0002048,-3.72,-0.046,0.0004613841524573721
1025,0.000205,-3.68,-0.044,0.0004413239719157472
1026,0.0002052,-3.68,-0.046,0.0004613841524573721
1027,0.00020539999999999998,-3.64,-0.046,0.0004613841524573721
1028,0.0002056,-3.72,-0.046,0.0004613841524573721
1029,0.0002058,-3.72,-0.046,0.0004613841524573721
1030,0.000206,-3.72,-0.044,0.0004413239719157472
1031,0.00020619999999999997,-3.64,-0.046,0.0004613841524573721
1032,0.0002064,-3.68,-0.044,0.0004413239719157472
1033,0.00020659999999999998,-3.72,-0.046,0.0004613841524573721
1034,0.0002068,-3.72,-0.044,0.0004413239719157472
1035,0.000207,-3.64,-0.044,0.0004413239719157472
1036,0.0002072,-3.68,-0.042,0.0004212637913741224
1037,0.00020739999999999997,-3.72,-0.042,0.0004212637913741224
1038,0.0002076,-3.68,-0.042,0.0004212637913741224
1039,0.00020779999999999998,-3.68,-0.04,0.00040120361083249747
1040,0.00020800000000000001,-3.72,-0.04,0.00040120361083249747
1041,0.0002082,-3.68,-0.04,0.00040120361083249747
1042,0.0002084,-3.68,-0.04,0.00040120361083249747
1043,0.00020859999999999997,-3.68,-0.04,0.00040120361083249747
1044,0.0002088,-3.72,-0.04,0.00040120361083249747
1045,0.00020899999999999998,-3.68,-0.04,0.00040120361083249747
1046,0.00020920000000000002,-3.72,-0.038,0.0003811434302908726
1047,0.0002094,-3.68,-0.038,0.0003811434302908726
1048,0.0002096,-3.68,-0.036000000000000004,0.00036108324974924776
1049,0.00020979999999999998,-3.68,-0.036000000000000004,0.00036108324974924776
1050,0.00021,-3.72,-0.034,0.0003410230692076229
1051,0.0002102,-3.68,-0.034,0.0003410230692076229
1052,0.00021040000000000002,-3.68,-0.032,0.000320962888665998
1053,0.0002106,-3.72,-0.032,0.000320962888665998
1054,0.0002108,-3.72,-0.032,0.000320962888665998
1055,0.00021099999999999998,-3.72,-0.032,0.000320962888665998
1056,0.0002112,-3.68,-0.03,0.0003009027081243731
1057,0.0002114,-3.68,-0.03,0.0003009027081243731
1058,0.00021160000000000002,-3.72,-0.028,0.0002808425275827482
1059,0.0002118,-3.72,-0.026000000000000002,0.00026078234704112336
1060,0.000212,-3.72,-0.026000000000000002,0.00026078234704112336
1061,0.00021219999999999998,-3.72,-0.026000000000000002,0.00026078234704112336
1062,0.0002124,-3.72,-0.026000000000000002,0.00026078234704112336
1063,0.0002126,-3.68,-0.024,0.0002407221664994985
1064,0.00021280000000000002,-3.68,-0.022,0.0002206619859578736
1065,0.000213,-3.68,-0.022,0.0002206619859578736
1066,0.0002132,-3.72,-0.02,0.00020060180541624874
1067,0.00021339999999999998,-3.72,-0.018000000000000002,0.00018054162487462388
1068,0.00021360000000000001,-3.72,-0.018000000000000002,0.00018054162487462388
1069,0.0002138,-3.72,-0.016,0.000160481444332999
1070,0.00021400000000000002,-3.72,-0.016,0.000160481444332999
1071,0.0002142,-3.72,-0.016,0.000160481444332999
1072,0.0002144,-3.72,-0.014,0.0001404212637913741
1073,0.00021459999999999998,-3.68,-0.014,0.0001404212637913741
1074,0.00021480000000000002,-3.72,-0.01,0.00010030090270812437
1075,0.000215,-3.72,-0.01,0.00010030090270812437
1076,0.00021520000000000003,-3.72,-0.01,0.00010030090270812437
1077,0.0002154,-3.72,-0.01,0.00010030090270812437
1078,0.0002156,-3.72,-0.008,8.02407221664995e-05
1079,0.0002158,-3.72,-0.006,6.0180541624874626e-05
1080,0.00021600000000000002,-3.72,-0.004,4.012036108324975e-05
1081,0.0002162,-3.72,-0.002,2.0060180541624874e-05
1082,0.0002164,-3.68,-0.002,2.0060180541624874e-05
1083,0.00021659999999999998,-3.72,0.0,-0.0
1084,0.0002168,-3.72,0.0,-0.0
1085,0.000217,-3.72,0.002,-2.0060180541624874e-05
1086,0.00021720000000000002,-3.72,0.002,-2.0060180541624874e-05
1087,0.0002174,-3.72,0.002,-2.0060180541624874e-05
1088,0.0002176,-3.72,0.004,-4.012036108324975e-05
1089,0.00021779999999999998,-3.72,0.004,-4.012036108324975e-05
1090,0.000218,-3.72,0.006,-6.0180541624874626e-05
1091,0.0002182,-3.72,0.006,-6.0180541624874626e-05
1092,0.00021840000000000002,-3.72,0.008,-8.02407221664995e-05
1093,0.0002186,-3.72,0.008,-8.02407221664995e-05
1094,0.0002188,-3.72,0.01,-0.00010030090270812437
1095,0.00021899999999999998,-3.72,0.012,-0.00012036108324974925
1096,0.00021920000000000002,-3.72,0.012,-0.00012036108324974925
1097,0.0002194,-3.72,0.014,-0.0001404212637913741
1098,0.00021960000000000003,-3.72,0.016,-0.000160481444332999
1099,0.0002198,-3.72,0.016,-0.000160481444332999
1100,0.00022,-3.72,0.016,-0.000160481444332999
1101,0.00022019999999999999,-3.72,0.016,-0.000160481444332999
1102,0.00022040000000000002,-3.7600000000000002,0.018000000000000002,-0.00018054162487462388
1103,0.0002206,-3.72,0.018000000000000002,-0.00018054162487462388
1104,0.00022080000000000003,-3.72,0.02,-0.00020060180541624874
1105,0.000221,-3.72,0.022,-0.0002206619859578736
1106,0.0002212,-3.72,0.022,-0.0002206619859578736
1107,0.0002214,-3.72,0.022,-0.0002206619859578736
1108,0.00022160000000000002,-3.72,0.024,-0.0002407221664994985
1109,0.0002218,-3.72,0.024,-0.0002407221664994985
1110,0.00022200000000000003,-3.72,0.024,-0.0002407221664994985
1111,0.0002222,-3.72,0.026000000000000002,-0.00026078234704112336
1112,0.0002224,-3.72,0.026000000000000002,-0.00026078234704112336
1113,0.0002226,-3.7600000000000002,0.026000000000000002,-0.00026078234704112336
1114,0.00022280000000000002,-3.72,0.028,-0.0002808425275827482
1115,0.000223,-3.72,0.03,-0.0003009027081243731
1116,0.00022320000000000003,-3.72,0.03,-0.0003009027081243731
1117,0.0002234,-3.72,0.03,-0.0003009027081243731
1118,0.00022360000000000001,-3.72,0.03,-0.0003009027081243731
1119,0.0002238,-3.72,0.032,-0.000320962888665998
1120,0.00022400000000000002,-3.72,0.032,-0.000320962888665998
1121,0.0002242,-3.7600000000000002,0.032,-0.000320962888665998
1122,0.00022440000000000003,-3.72,0.032,-0.000320962888665998
1123,0.0002246,-3.72,0.032,-0.000320962888665998
1124,0.00022480000000000002,-3.7600000000000002,0.034,-0.0003410230692076229
1125,0.000225,-3.72,0.034,-0.0003410230692076229
1126,0.00022520000000000003,-3.72,0.032,-0.000320962888665998
1127,0.0002254,-3.72,0.034,-0.0003410230692076229
1128,0.00022560000000000004,-3.72,0.038,-0.0003811434302908726
1129,0.0002258,-3.7600000000000002,0.038,-0.0003811434302908726
1130,0.00022600000000000002,-3.72,0.038,-0.0003811434302908726
1131,0.0002262,-3.72,0.038,-0.0003811434302908726
1132,0.00022640000000000003,-3.7600000000000002,0.036000000000000004,-0.00036108324974924776
1133,0.0002266,-3.72,0.038,-0.0003811434302908726
1134,0.0002268,-3.72,0.038,-0.0003811434302908726
1135,0.000227,-3.72,0.038,-0.0003811434302908726
1136,0.00022720000000000002,-3.72,0.038,-0.0003811434302908726
1137,0.0002274,-3.7600000000000002,0.038,-0.0003811434302908726
1138,0.00022760000000000003,-3.72,0.038,-0.0003811434302908726
1139,0.0002278,-3.72,0.038,-0.0003811434302908726
1140,0.000228,-3.72,0.038,-0.0003811434302908726
1141,0.0002282,-3.72,0.038,-0.0003811434302908726
1142,0.00022840000000000002,-3.72,0.04,-0.00040120361083249747
1143,0.0002286,-3.72,0.038,-0.0003811434302908726
1144,0.00022880000000000003,-3.7600000000000002,0.04,-0.00040120361083249747
1145,0.000229,-3.7600000000000002,0.04,-0.00040120361083249747
1146,0.00022920000000000001,-3.72,0.04,-0.00040120361083249747
1147,0.0002294,-3.72,0.038,-0.0003811434302908726
1148,0.00022960000000000002,-3.72,0.038,-0.0003811434302908726
1149,0.0002298,-3.72,0.038,-0.0003811434302908726
1150,0.00023000000000000003,-3.72,0.038,-0.0003811434302908726
1151,0.0002302,-3.72,0.038,-0.0003811434302908726
1152,0.00023040000000000002,-3.7600000000000002,0.038,-0.0003811434302908726
1153,0.0002306,-3.7600000000000002,0.038,-0.0003811434302908726
1154,0.00023079999999999997,-3.72,0.038,-0.0003811434302908726
1155,0.000231,-3.72,0.034,-0.0003410230692076229
1156,0.00023119999999999998,-3.72,0.038,-0.0003811434302908726
1157,0.00023140000000000001,-3.72,0.038,-0.0003811434302908726
1158,0.0002316,-3.72,0.034,-0.0003410230692076229
1159,0.0002318,-3.72,0.034,-0.0003410230692076229
1160,0.00023199999999999997,-3.72,0.034,-0.0003410230692076229
1161,0.0002322,-3.72,0.034,-0.0003410230692076229
1162,0.00023239999999999998,-3.72,0.034,-0.0003410230692076229
1163,0.00023260000000000002,-3.72,0.032,-0.000320962888665998
1164,0.0002328,-3.7600000000000002,0.034,-0.0003410230692076229
1165,0.000233,-3.72,0.032,-0.000320962888665998
1166,0.00023319999999999998,-3.72,0.032,-0.000320962888665998
1167,0.0002334,-3.72,0.03,-0.0003009027081243731
1168,0.00023359999999999999,-3.72,0.03,-0.0003009027081243731
1169,0.00023380000000000002,-3.72,0.03,-0.0003009027081243731
1170,0.000234,-3.7600000000000002,0.032,-0.000320962888665998
1171,0.0002342,-3.7600000000000002,0.028,-0.0002808425275827482
1172,0.00023439999999999998,-3.72,0.026000000000000002,-0.00026078234704112336
1173,0.0002346,-3.72,0.028,-0.0002808425275827482
1174,0.0002348,-3.72,0.026000000000000002,-0.00026078234704112336
1175,0.00023500000000000002,-3.72,0.024,-0.0002407221664994985
1176,0.0002352,-3.72,0.024,-0.0002407221664994985
1177,0.0002354,-3.72,0.024,-0.0002407221664994985
1178,0.00023559999999999998,-3.72,0.024,-0.0002407221664994985
1179,0.0002358,-3.72,0.022,-0.0002206619859578736
1180,0.000236,-3.72,0.022,-0.0002206619859578736
1181,0.00023620000000000002,-3.72,0.022,-0.0002206619859578736
1182,0.0002364,-3.72,0.022,-0.0002206619859578736
1183,0.0002366,-3.72,0.018000000000000002,-0.00018054162487462388
1184,0.00023679999999999998,-3.72,0.018000000000000002,-0.00018054162487462388
1185,0.00023700000000000001,-3.72,0.016,-0.000160481444332999
1186,0.0002372,-3.72,0.018000000000000002,-0.00018054162487462388
1187,0.00023740000000000002,-3.72,0.016,-0.000160481444332999
1188,0.0002376,-3.72,0.016,-0.000160481444332999
1189,0.0002378,-3.72,0.014,-0.0001404212637913741
1190,0.00023799999999999998,-3.72,0.014,-0.0001404212637913741
1191,0.00023820000000000002,-3.72,0.014,-0.0001404212637913741
1192,0.0002384,-3.72,0.01,-0.00010030090270812437
1193,0.0002386,-3.72,0.01,-0.00010030090270812437
1194,0.00023879999999999998,-3.72,0.01,-0.00010030090270812437
1195,0.000239,-3.72,0.008,-8.02407221664995e-05
1196,0.0002392,-3.72,0.008,-8.02407221664995e-05
1197,0.00023940000000000002,-3.72,0.006,-6.0180541624874626e-05
1198,0.0002396,-3.72,0.004,-4.012036108324975e-05
1199,0.0002398,-3.68,0.004,-4.012036108324975e-05
1200,0.00023999999999999998,-3.72,0.004,-4.012036108324975e-05
1201,0.0002402,-3.72,0.002,-2.0060180541624874e-05
1202,0.0002404,-3.72,0.0,-0.0
1203,0.00024060000000000002,-3.72,0.0,-0.0
1204,0.0002408,-3.72,-0.002,2.0060180541624874e-05
1205,0.000241,-3.72,0.0,-0.0
1206,0.00024119999999999998,-3.72,-0.002,2.0060180541624874e-05
1207,0.0002414,-3.72,-0.002,2.0060180541624874e-05
1208,0.0002416,-3.72,-0.002,2.0060180541624874e-05
1209,0.00024180000000000002,-3.72,-0.006,6.0180541624874626e-05
1210,0.000242,-3.72,-0.006,6.0180541624874626e-05
1211,0.0002422,-3.72,-0.006,6.0180541624874626e-05
1212,0.00024239999999999998,-3.72,-0.008,8.02407221664995e-05
1213,0.00024260000000000002,-3.72,-0.008,8.02407221664995e-05
1214,0.0002428,-3.68,-0.01,0.00010030090270812437
1215,0.00024300000000000002,-3.72,-0.01,0.00010030090270812437
1216,0.0002432,-3.72,-0.012,0.00012036108324974925
1217,0.0002434,-3.72,-0.01,0.00010030090270812437
1218,0.00024359999999999999,-3.72,-0.012,0.00012036108324974925
1219,0.00024380000000000002,-3.72,-0.014,0.0001404212637913741
1220,0.000244,-3.72,-0.014,0.0001404212637913741
1221,0.0002442,-3.72,-0.014,0.0001404212637913741
1222,0.0002444,-3.72,-0.016,0.000160481444332999
1223,0.00024460000000000004,-3.68,-0.018000000000000002,0.00018054162487462388
1224,0.0002448,-3.72,-0.018000000000000002,0.00018054162487462388
1225,0.000245,-3.72,-0.018000000000000002,0.00018054162487462388
1226,0.0002452,-3.72,-0.02,0.00020060180541624874
1227,0.0002454,-3.68,-0.022,0.0002206619859578736
1228,0.0002456,-3.72,-0.022,0.0002206619859578736
1229,0.0002458,-3.72,-0.024,0.0002407221664994985
1230,0.000246,-3.64,-0.024,0.0002407221664994985
1231,0.0002462,-3.68,-0.024,0.0002407221664994985
1232,0.00024639999999999997,-3.68,-0.026000000000000002,0.00026078234704112336
1233,0.00024660000000000003,-3.72,-0.026000000000000002,0.00026078234704112336
1234,0.0002468,-3.68,-0.026000000000000002,0.00026078234704112336
1235,0.00024700000000000004,-3.68,-0.026000000000000002,0.00026078234704112336
1236,0.0002472,-3.68,-0.028,0.0002808425275827482
1237,0.0002474,-3.68,-0.026000000000000002,0.00026078234704112336
1238,0.0002476,-3.72,-0.03,0.0003009027081243731
1239,0.0002478,-3.68,-0.03,0.0003009027081243731
1240,0.000248,-3.68,-0.03,0.0003009027081243731
1241,0.0002482,-3.72,-0.032,0.000320962888665998
1242,0.0002484,-3.68,-0.032,0.000320962888665998
1243,0.0002486,-3.68,-0.028,0.0002808425275827482
1244,0.0002488,-3.72,-0.032,0.000320962888665998
1245,0.00024900000000000004,-3.68,-0.032,0.000320962888665998
1246,0.0002492,-3.72,-0.032,0.000320962888665998
1247,0.00024940000000000004,-3.72,-0.032,0.000320962888665998
1248,0.0002496,-3.72,-0.032,0.000320962888665998
1249,0.0002498,-3.72,-0.034,0.0003410230692076229
1250,0.00025,-3.72,-0.034,0.0003410230692076229
1251,0.0002502,-3.72,-0.034,0.0003410230692076229
1252,0.0002504,-3.72,-0.032,0.000320962888665998
1253,0.0002506,-3.72,-0.032,0.000320962888665998
1254,0.0002508,-3.68,-0.034,0.0003410230692076229
1255,0.00025100000000000003,-3.72,-0.034,0.0003410230692076229
1256,0.0002512,-3.72,-0.034,0.0003410230692076229
1257,0.00025140000000000004,-3.72,-0.034,0.0003410230692076229
1258,0.0002516,-3.68,-0.036000000000000004,0.00036108324974924776
1259,0.00025180000000000005,-3.68,-0.036000000000000004,0.00036108324974924776
1260,0.000252,-3.72,-0.034,0.0003410230692076229
1261,0.0002522,-3.72,-0.036000000000000004,0.00036108324974924776
1262,0.0002524,-3.72,-0.036000000000000004,0.00036108324974924776
1263,0.0002526,-3.68,-0.036000000000000004,0.00036108324974924776
1264,0.0002528,-3.72,-0.036000000000000004,0.00036108324974924776
1265,0.000253,-3.68,-0.034,0.0003410230692076229
1266,0.00025320000000000003,-3.72,-0.034,0.0003410230692076229
1267,0.00025340000000000003,-3.64,-0.034,0.0003410230692076229
1268,0.0002536,-3.72,-0.034,0.0003410230692076229
1269,0.00025380000000000004,-3.68,-0.034,0.0003410230692076229
1270,0.000254,-3.68,-0.034,0.0003410230692076229
1271,0.0002542,-3.72,-0.034,0.0003410230692076229
1272,0.0002544,-3.72,-0.034,0.0003410230692076229
1273,0.0002546,-3.72,-0.034,0.0003410230692076229
1274,0.0002548,-3.68,-0.034,0.0003410230692076229
1275,0.000255,-3.72,-0.032,0.000320962888665998
1276,0.0002552,-3.68,-0.034,0.0003410230692076229
1277,0.00025540000000000003,-3.72,-0.032,0.000320962888665998
1278,0.0002556,-3.68,-0.032,0.000320962888665998
1279,0.00025580000000000004,-3.68,-0.032,0.000320962888665998
1280,0.000256,-3.72,-0.032,0.000320962888665998
1281,0.0002562,-3.72,-0.032,0.000320962888665998
1282,0.0002564,-3.72,-0.032,0.000320962888665998
1283,0.0002566,-3.72,-0.03,0.0003009027081243731
1284,0.0002568,-3.72,-0.03,0.0003009027081243731
1285,0.00025699999999999996,-3.68,-0.03,0.0003009027081243731
1286,0.0002572,-3.68,-0.028,0.0002808425275827482
1287,0.00025739999999999997,-3.68,-0.03,0.0003009027081243731
1288,0.00025760000000000003,-3.72,-0.03,0.0003009027081243731
1289,0.0002578,-3.72,-0.028,0.0002808425275827482
