-3760	118
-3760	118
-3760	118
-3760	118
-3760	118
-3760	120
-3760	118
-3760	118
-3760	118
-3760	118
-3760	118
-3760	118
-3760	118
-3760	118
-3760	116
-3760	116
-3760	114
-3760	114
-3800	114
-3760	112
-3760	112
-3760	110
-3760	110
-3760	106
-3760	110
-3760	104
-3760	104
-3760	102
-3760	100
-3760	98
-3760	98
-3720	96
-3760	94
-3760	90
-3760	90
-3760	88
-3760	86
-3720	84
-3720	80
-3720	78
-3760	78
-3760	76
-3760	72
-3760	70
-3720	70
-3760	66
-3760	62
-3760	60
-3720	58
-3760	54
-3720	54
-3760	48
-3720	48
-3720	46
-3760	40
-3720	38
-3720	36
-3720	32
-3720	30
-3720	28
-3720	24
-3760	22
-3720	18
-3720	16
-3720	10
-3720	10
-3720	6
-3720	4
-3720	0
-3720	-2
-3720	-4
-3720	-8
-3720	-10
-3680	-14
-3720	-18
-3720	-18
-3680	-22
-3720	-26
-3680	-26
-3720	-32
-3720	-34
-3640	-36
-3680	-38
-3720	-40
-3680	-44
-3680	-48
-3680	-50
-3680	-50
-3680	-52
-3680	-56
-3640	-58
-3640	-60
-3680	-64
-3680	-66
-3640	-66
-3680	-70
-3680	-70
-3640	-72
-3640	-76
-3640	-78
-3680	-80
-3640	-80
-3640	-82
-3640	-86
-3640	-86
-3680	-88
-3640	-90
-3640	-90
-3640	-92
-3640	-94
-3640	-96
-3640	-96
-3640	-96
-3640	-96
-3640	-98
-3640	-100
-3640	-100
-3640	-100
-3640	-102
-3640	-102
-3640	-102
-3640	-104
-3640	-104
-3640	-104
-3640	-104
-3640	-104
-3640	-104
-3640	-106
-3640	-104
-3640	-106
-3640	-104
-3640	-104
-3640	-104
-3640	-104
-3640	-102
-3640	-102
-3640	-102
-3600	-102
-3680	-100
-3640	-98
-3640	-98
-3640	-98
-3640	-94
-3640	-96
-3640	-96
-3640	-94
-3640	-94
-3640	-90
-3640	-90
-3640	-88
-3680	-86
-3680	-86
-3640	-84
-3640	-80
-3680	-80
-3680	-78
-3680	-76
-3640	-74
-3640	-74
-3640	-70
-3680	-70
-3640	-66
-3680	-64
-3680	-64
-3720	-60
-3680	-60
-3680	-58
-3680	-54
-3680	-50
-3720	-50
-3680	-46
-3680	-46
-3720	-42
-3680	-40
-3680	-38
-3680	-36
-3680	-34
-3680	-32
-3720	-28
-3720	-26
-3720	-24
-3720	-20
-3720	-16
-3720	-14
-3720	-12
-3720	-10
-3680	-8
-3720	-6
-3720	-2
-3680	0
-3720	2
-3720	4
-3720	8
-3720	10
-3720	12
-3720	14
-3720	18
-3720	20
-3720	20
-3720	22
-3720	26
-3720	28
-3720	32
-3720	34
-3720	36
-3720	38
-3720	40
-3760	40
-3760	44
-3720	46
-3760	48
-3760	50
-3760	54
-3760	54
-3760	56
-3720	58
-3720	62
-3760	62
-3720	64
-3760	62
-3760	66
-3760	70
-3760	70
-3760	72
-3760	72
-3760	74
-3760	76
-3760	76
-3760	78
-3760	80
-3760	80
-3760	82
-3760	82
-3760	82
-3760	84
-3760	86
-3760	86
-3760	86
-3760	86
-3760	86
-3760	88
-3760	88
-3720	88
-3760	90
-3720	88
-3760	90
-3760	90
-3760	90
-3760	90
-3760	90
-3760	88
-3760	90
-3760	88
-3760	88
-3760	88
-3760	86
-3720	86
-3760	86
-3720	86
-3760	86
-3760	84
-3760	84
-3720	84
-3720	82
-3760	80
-3760	80
-3760	78
-3760	78
-3720	78
-3760	74
-3720	74
-3760	74
-3720	72
-3760	70
-3760	70
-3720	68
-3720	64
-3720	62
-3760	64
-3720	62
-3760	58
-3760	58
-3720	56
-3760	54
-3760	52
-3760	50
-3720	48
-3720	48
-3720	46
-3720	42
-3760	40
-3760	38
-3760	38
-3720	36
-3720	32
-3760	30
-3720	26
-3720	26
-3720	22
-3720	22
-3720	18
-3720	18
-3720	14
-3720	14
-3720	12
-3720	8
-3720	6
-3720	4
-3720	2
-3720	0
-3720	-2
-3680	-6
-3680	-6
-3720	-10
-3720	-10
-3720	-14
-3680	-16
-3720	-18
-3720	-18
-3680	-22
-3680	-26
-3720	-26
-3720	-28
-3680	-30
-3720	-32
-3720	-34
-3680	-36
-3680	-38
-3720	-40
-3720	-40
-3680	-44
-3640	-44
-3680	-46
-3680	-48
-3680	-48
-3680	-52
-3680	-52
-3680	-54
-3640	-54
-3640	-56
-3680	-58
-3640	-58
-3680	-62
-3680	-64
-3640	-64
-3720	-66
-3720	-66
-3680	-68
-3680	-66
-3680	-68
-3680	-70
-3640	-72
-3680	-72
-3680	-74
-3640	-74
-3680	-74
-3640	-74
-3680	-74
-3640	-76
-3680	-78
-3680	-78
-3640	-78
-3680	-78
-3640	-78
-3680	-78
-3720	-78
-3680	-78
-3680	-80
-3640	-80
-3640	-80
-3640	-80
-3640	-80
-3640	-78
-3680	-78
-3640	-78
-3640	-78
-3680	-76
-3680	-78
-3680	-76
-3640	-76
-3680	-74
-3680	-74
-3640	-74
-3680	-74
-3720	-74
-3720	-72
-3680	-70
-3640	-70
-3640	-70
-3720	-66
-3680	-66
-3680	-64
-3720	-64
-3680	-62
-3640	-62
-3680	-62
-3640	-60
-3680	-58
-3720	-58
-3680	-56
-3680	-54
-3680	-50
-3680	-50
-3680	-48
-3680	-48
-3720	-46
-3720	-42
-3680	-42
-3640	-40
-3720	-40
-3680	-38
-3720	-36
-3680	-34
-3720	-32
-3720	-30
-3720	-28
-3680	-26
-3720	-26
-3720	-24
-3720	-20
-3720	-20
-3680	-16
-3720	-14
-3720	-14
-3720	-10
-3720	-10
-3720	-8
-3720	-8
-3720	-2
-3720	-2
-3720	0
-3720	2
-3720	4
-3720	4
-3720	8
-3720	10
-3720	12
-3720	16
-3720	14
-3720	16
-3720	18
-3720	20
-3720	22
-3720	24
-3720	26
-3720	26
-3720	30
-3720	30
-3720	32
-3720	34
-3760	34
-3720	36
-3760	40
-3720	40
-3720	40
-3720	40
-3720	46
-3720	46
-3760	48
-3720	48
-3720	50
-3760	52
-3760	52
-3760	54
-3720	56
-3760	56
-3760	56
-3760	58
-3760	58
-3760	60
-3720	62
-3760	62
-3760	64
-3760	62
-3720	64
-3760	64
-3760	64
-3760	64
-3760	64
-3760	66
-3720	66
-3760	66
-3760	66
-3760	68
-3760	68
-3760	72
-3760	68
-3760	68
-3720	68
-3720	70
-3720	68
-3760	68
-3720	68
-3760	68
-3760	68
-3760	68
-3760	66
-3720	66
-3760	68
-3760	66
-3760	64
-3760	64
-3760	64
-3760	62
-3760	62
-3760	62
-3760	62
-3760	62
-3760	58
-3720	58
-3720	58
-3720	56
-3720	54
-3760	54
-3760	54
-3720	52
-3720	50
-3720	50
-3760	48
-3720	48
-3760	48
-3720	46
-3720	42
-3720	42
-3720	40
-3760	40
-3720	38
-3720	36
-3720	32
-3720	34
-3720	32
-3720	30
-3720	28
-3760	28
-3720	26
-3720	24
-3720	22
-3720	22
-3720	18
-3720	18
-3720	16
-3720	14
-3720	14
-3720	12
-3720	10
-3720	8
-3720	6
-3720	4
-3720	2
-3720	0
-3720	0
-3720	-2
-3720	-4
-3720	-6
-3720	-8
-3720	-10
-3680	-10
-3680	-12
-3680	-14
-3680	-16
-3680	-16
-3720	-18
-3720	-20
-3680	-22
-3720	-24
-3720	-26
-3720	-26
-3720	-28
-3720	-30
-3680	-30
-3680	-32
-3720	-34
-3680	-36
-3680	-36
-3680	-36
-3680	-38
-3680	-42
-3640	-42
-3680	-42
-3680	-42
-3680	-44
-3680	-46
-3640	-46
-3640	-48
-3680	-48
-3640	-50
-3680	-50
-3680	-50
-3720	-50
-3680	-50
-3680	-54
-3680	-54
-3640	-54
-3680	-56
-3720	-56
-3640	-58
-3640	-58
-3680	-58
-3680	-58
-3680	-60
-3680	-60
-3680	-58
-3640	-58
-3680	-58
-3680	-58
-3680	-62
-3680	-62
-3680	-58
-3640	-60
-3680	-62
-3680	-60
-3640	-62
-3640	-60
-3680	-60
-3680	-60
-3680	-60
-3680	-58
-3680	-58
-3680	-56
-3680	-58
-3680	-58
-3680	-58
-3640	-58
-3680	-56
-3680	-56
-3680	-56
-3680	-54
-3680	-54
-3680	-54
-3680	-52
-3680	-50
-3680	-50
-3680	-50
-3680	-48
-3680	-48
-3680	-48
-3720	-48
-3680	-46
-3680	-46
-3680	-42
-3720	-42
-3680	-42
-3680	-40
-3680	-38
-3720	-38
-3720	-38
-3720	-34
-3720	-34
-3680	-32
-3720	-32
-3680	-30
-3680	-28
-3720	-28
-3720	-26
-3720	-24
-3720	-24
-3680	-24
-3720	-20
-3720	-18
-3680	-18
-3680	-16
-3720	-14
-3720	-14
-3720	-10
-3720	-10
-3720	-10
-3720	-8
-3720	-4
-3720	-4
-3720	-2
-3720	-2
-3720	0
-3680	0
-3720	4
-3720	4
-3680	4
-3720	8
-3720	10
-3720	10
-3720	10
-3720	14
-3720	14
-3720	16
-3720	16
-3760	18
-3720	20
-3720	20
-3720	22
-3680	24
-3720	24
-3720	26
-3720	26
-3760	28
-3720	30
-3720	30
-3720	30
-3760	32
-3720	34
-3760	34
-3720	34
-3760	34
-3720	38
-3720	40
-3720	38
-3720	40
-3720	42
-3720	40
-3720	42
-3720	44
-3720	42
-3720	46
-3760	46
-3760	46
-3720	46
-3760	48
-3760	48
-3720	48
-3760	48
-3720	50
-3720	50
-3760	50
-3720	50
-3760	50
-3720	50
-3720	52
-3760	50
-3760	50
-3720	50
-3720	50
-3760	52
-3760	52
-3760	52
-3720	52
-3720	54
-3720	50
-3760	50
-3720	54
-3720	50
-3720	48
-3760	50
-3760	50
-3720	48
-3720	50
-3720	48
-3760	48
-3760	48
-3760	48
-3720	46
-3720	46
-3720	46
-3760	46
-3720	42
-3720	42
-3760	42
-3720	42
-3720	40
-3760	38
-3720	38
-3720	38
-3720	38
-3760	38
-3720	34
-3720	36
-3760	34
-3720	32
-3720	32
-3720	30
-3720	28
-3720	30
-3720	26
-3720	26
-3720	24
-3720	24
-3720	22
-3720	20
-3720	18
-3720	18
-3720	16
-3720	16
-3720	14
-3720	14
-3720	12
-3720	12
-3720	10
-3720	8
-3720	8
-3720	6
-3720	6
-3720	2
-3720	2
-3720	0
-3680	0
-3720	-2
-3720	-4
-3680	-6
-3720	-6
-3680	-6
-3720	-8
-3720	-10
-3720	-10
-3720	-12
-3720	-14
-3720	-16
-3680	-16
-3720	-16
-3720	-18
-3720	-18
-3720	-18
-3720	-20
-3720	-22
-3720	-24
-3720	-26
-3720	-26
-3720	-26
-3720	-26
-3720	-28
-3720	-30
-3720	-32
-3720	-32
-3680	-32
-3720	-34
-3680	-32
-3720	-34
-3720	-34
-3680	-36
-3680	-38
-3680	-38
-3720	-38
-3720	-38
-3720	-40
-3680	-40
-3720	-42
-3680	-40
-3640	-42
-3720	-42
-3680	-42
-3720	-42
-3720	-44
-3680	-44
-3720	-42
-3720	-44
-3720	-44
-3720	-44
-3680	-44
-3720	-46
-3720	-46
-3720	-48
-3720	-46
-3680	-46
-3720	-46
-3680	-46
-3720	-46
-3680	-44
-3680	-46
-3640	-46
-3720	-46
-3720	-46
-3720	-44
-3640	-46
-3680	-44
-3720	-46
-3720	-44
-3640	-44
-3680	-42
-3720	-42
-3680	-42
-3680	-40
-3720	-40
-3680	-40
-3680	-40
-3680	-40
-3720	-40
-3680	-40
-3720	-38
-3680	-38
-3680	-36
-3680	-36
-3720	-34
-3680	-34
-3680	-32
-3720	-32
-3720	-32
-3720	-32
-3680	-30
-3680	-30
-3720	-28
-3720	-26
-3720	-26
-3720	-26
-3720	-26
-3680	-24
-3680	-22
-3680	-22
-3720	-20
-3720	-18
-3720	-18
-3720	-16
-3720	-16
-3720	-16
-3720	-14
-3680	-14
-3720	-10
-3720	-10
-3720	-10
-3720	-10
-3720	-8
-3720	-6
-3720	-4
-3720	-2
-3680	-2
-3720	0
-3720	0
-3720	2
-3720	2
-3720	2
-3720	4
-3720	4
-3720	6
-3720	6
-3720	8
-3720	8
-3720	10
-3720	12
-3720	12
-3720	14
-3720	16
-3720	16
-3720	16
-3720	16
-3760	18
-3720	18
-3720	20
-3720	22
-3720	22
-3720	22
-3720	24
-3720	24
-3720	24
-3720	26
-3720	26
-3760	26
-3720	28
-3720	30
-3720	30
-3720	30
-3720	30
-3720	32
-3720	32
-3760	32
-3720	32
-3720	32
-3760	34
-3720	34
-3720	32
-3720	34
-3720	38
-3760	38
-3720	38
-3720	38
-3760	36
-3720	38
-3720	38
-3720	38
-3720	38
-3760	38
-3720	38
-3720	38
-3720	38
-3720	38
-3720	40
-3720	38
-3760	40
-3760	40
-3720	40
-3720	38
-3720	38
-3720	38
-3720	38
-3720	38
-3760	38
-3760	38
-3720	38
-3720	34
-3720	38
-3720	38
-3720	34
-3720	34
-3720	34
-3720	34
-3720	34
-3720	32
-3760	34
-3720	32
-3720	32
-3720	30
-3720	30
-3720	30
-3760	32
-3760	28
-3720	26
-3720	28
-3720	26
-3720	24
-3720	24
-3720	24
-3720	24
-3720	22
-3720	22
-3720	22
-3720	22
-3720	18
-3720	18
-3720	16
-3720	18
-3720	16
-3720	16
-3720	14
-3720	14
-3720	14
-3720	10
-3720	10
-3720	10
-3720	8
-3720	8
-3720	6
-3720	4
-3680	4
-3720	4
-3720	2
-3720	0
-3720	0
-3720	-2
-3720	0
-3720	-2
-3720	-2
-3720	-2
-3720	-6
-3720	-6
-3720	-6
-3720	-8
-3720	-8
-3680	-10
-3720	-10
-3720	-12
-3720	-10
-3720	-12
-3720	-14
-3720	-14
-3720	-14
-3720	-16
-3680	-18
-3720	-18
-3720	-18
-3720	-20
-3680	-22
-3720	-22
-3720	-24
-3640	-24
-3680	-24
-3680	-26
-3720	-26
-3680	-26
-3680	-26
-3680	-28
-3680	-26
-3720	-30
-3680	-30
-3680	-30
-3720	-32
-3680	-32
-3680	-28
-3720	-32
-3680	-32
-3720	-32
-3720	-32
-3720	-32
-3720	-34
-3720	-34
-3720	-34
-3720	-32
-3720	-32
-3680	-34
-3720	-34
-3720	-34
-3720	-34
-3680	-36
-3680	-36
-3720	-34
-3720	-36
-3720	-36
-3680	-36
-3720	-36
-3680	-34
-3720	-34
-3640	-34
-3720	-34
-3680	-34
-3680	-34
-3720	-34
-3720	-34
-3720	-34
-3680	-34
-3720	-32
-3680	-34
-3720	-32
-3680	-32
-3680	-32
-3720	-32
-3720	-32
-3720	-32
-3720	-30
-3720	-30
-3680	-30
-3680	-28
-3680	-30
-3720	-30
-3720	-28
-3720	-28
-3720	-26
-3720	-26
-3680	-26
-3720	-24
-3720	-24
-3720	-24
-3720	-22
-3720	-22
-3720	-22
-3720	-18
-3720	-18
-3720	-18
-3720	-18
-3720	-18
-3720	-16
-3720	-16
-3720	-14
-3720	-14
-3720	-14
-3680	-14
-3720	-12
-3720	-10
-3720	-10
-3720	-10
-3720	-8
-3720	-8
-3720	-6
-3720	-6
-3760	-4
-3720	-2
-3720	-2
-3720	-2
-3720	-2
-3720	0
-3720	0
-3720	0
-3720	2
-3720	2
-3720	2
-3720	6
-3720	6
-3720	6
-3720	6
-3720	6
-3720	8
-3720	10
-3720	10
-3720	10
-3720	10
-3720	12
-3720	14
-3720	14
-3720	14
-3720	16
-3720	16
-3720	16
-3720	16
-3720	16
-3720	18
-3720	18
-3720	20
-3720	22
-3720	20
-3720	20
-3720	22
-3720	22
-3720	22
-3720	24
-3720	24
-3720	24
-3720	26
-3720	24
-3720	26
-3720	26
-3720	26
-3720	28
-3720	26
-3720	28
-3720	28
-3720	30
-3720	28
-3720	28
-3720	28
-3720	28
-3720	30
-3720	30
-3720	30
-3720	30
-3720	30
-3720	30
-3760	30
-3720	30
-3760	30
-3720	30
-3720	30
-3720	30
-3760	30
-3720	30
-3720	30
-3720	30
-3720	30
-3720	30
-3720	30
-3720	28
-3720	28
-3720	28
-3720	28
-3720	26
-3720	26
-3720	26
-3680	26
-3720	26
-3720	26
-3720	24
-3720	24
-3720	24
-3720	22
-3720	24
-3720	24
-3720	22
-3720	22
-3720	22
-3720	22
-3720	22
-3720	20
-3720	20
-3720	18
-3720	18
-3720	18
-3720	16
-3720	16
-3720	16
-3720	16
-3720	14
-3720	14
-3720	14
-3720	14
-3720	14
-3760	10
-3720	10
-3720	10
-3720	8
-3720	8
-3720	8
-3720	8
-3720	6
-3720	4
-3720	6
-3720	4
-3720	2
-3680	2
-3720	2
-3720	2
-3720	0
-3720	0
-3720	-2
-3720	-2
-3720	-2
-3720	-4
-3720	-4
-3720	-6
-3720	-6
-3720	-6
-3720	-6
-3720	-8
-3680	-10
-3720	-8
-3720	-10
-3680	-10
-3680	-12
-3720	-14
-3720	-10
-3680	-12
-3680	-14
-3720	-14
-3720	-16
-3720	-16
-3720	-16
-3680	-16
-3680	-16
-3720	-18
-3680	-18
-3720	-18
-3720	-18
-3720	-20
-3680	-22
-3720	-22
-3720	-20
-3720	-22
-3720	-24
-3720	-24
-3720	-24
-3680	-24
-3720	-24
-3720	-24
-3720	-24
-3680	-26
-3720	-26
-3720	-26
-3680	-26
-3680	-26
-3720	-26
-3720	-26
-3680	-26
-3720	-24
-3640	-26
-3680	-26
-3720	-26
-3680	-28
-3680	-28
-3720	-28
-3720	-28
-3720	-26
-3720	-26
-3720	-26
-3680	-26
-3720	-26
-3720	-26
-3720	-26
-3720	-26
-3680	-26
-3680	-26
-3720	-26
-3720	-26
-3720	-26
-3720	-26
-3680	-26
-3720	-26
-3720	-24
-3680	-26
-3720	-26
-3720	-24
-3720	-22
-3720	-22
-3720	-22
-3720	-22
-3720	-22
-3720	-22
-3680	-22
-3720	-22
-3720	-20
-3720	-18
-3720	-22
-3680	-18
-3720	-18
-3680	-18
-3680	-16
-3720	-16
-3720	-16
-3720	-16
-3720	-14
-3680	-14
-3720	-16
-3720	-14
-3720	-12
-3720	-14
-3720	-12
-3720	-10
-3720	-10
-3720	-10
-3720	-6
-3720	-10
-3720	-8
-3680	-8
-3720	-6
-3720	-6
-3720	-6
-3680	-6
-3720	-4
-3720	-2
-3680	-2
-3720	-2
-3720	-2
-3680	0
-3720	0
-3680	0
-3720	0
-3720	2
-3720	2
-3720	0
-3680	2
-3720	2
-3720	2
-3720	6
-3720	6
-3720	4
-3760	6
-3720	6
-3720	8
-3720	6
-3720	10
-3720	8
-3720	10
-3720	10
-3720	10
-3720	10
-3720	12
-3720	12
-3720	14
-3720	14
-3720	16
-3720	14
-3760	14
-3720	16
-3720	16
-3720	16
-3720	16
-3720	16
-3720	16
-3720	16
-3680	18
-3720	18
-3720	18
-3720	18
-3720	18
-3760	18
-3760	20
-3720	20
-3720	20
-3720	20
-3720	20
-3720	20
-3720	22
-3720	22
-3720	20
-3720	22
-3720	22
-3720	22
-3720	22
-3720	22
-3720	22
-3760	22
-3720	22
-3720	22
-3720	22
-3720	22
-3720	22
-3760	22
-3720	22
-3720	20
-3720	22
-3720	22
-3720	22
-3720	20
-3720	22
-3760	22
-3720	20
-3720	20
-3720	20
-3760	22
-3720	18
-3720	18
-3760	18
-3720	18
-3720	18
-3720	18
-3760	18
-3720	18
-3720	16
-3720	18
-3720	16
-3720	16
-3720	16
-3720	16
-3720	16
-3720	16
-3720	16
-3720	12
-3760	14
-3720	14
-3720	14
-3720	12
-3720	14
-3720	10
-3720	10
-3720	10
-3720	10
-3760	8
-3720	10
-3720	8
-3720	8
-3720	8
-3720	6
-3720	6
-3720	6
-3720	6
-3720	4
-3720	4
-3720	2
-3720	0
-3720	0
-3720	2
-3720	0
-3720	0
-3720	-2
-3720	0
-3680	0
-3720	-2
-3720	-2
-3720	-2
-3680	-4
-3720	-2
-3720	-4
-3720	-6
-3720	-6
-3720	-6
-3720	-6
-3720	-6
-3680	-8
-3720	-8
-3720	-8
-3720	-10
-3720	-6
-3680	-10
-3720	-10
-3720	-10
-3680	-10
-3680	-10
-3720	-12
-3680	-12
-3720	-12
-3680	-12
-3720	-14
-3720	-14
-3680	-14
-3720	-14
-3720	-14
-3680	-16
-3720	-16
-3680	-16
-3720	-16
-3720	-16
-3720	-18
-3720	-16
-3720	-18
-3680	-16
-3720	-16
-3720	-16
-3720	-18
-3720	-18
-3720	-18
-3720	-18
-3720	-18
-3680	-18
-3720	-18
-3720	-18
-3680	-18
-3680	-20
-3680	-20
-3720	-20
-3720	-18
-3680	-18
-3720	-20
-3720	-20
-3720	-18
-3720	-18
-3680	-18
-3720	-18
-3680	-20
-3720	-18
-3720	-18
-3720	-18
-3720	-18
-3720	-18
-3720	-18
-3720	-18
-3720	-18
-3720	-18
-3680	-18
-3720	-16
-3720	-18
-3680	-16
-3680	-16
-3680	-16
-3720	-18
-3720	-16
-3680	-16
-3720	-16
-3680	-16
-3720	-16
-3720	-14
-3680	-14
-3720	-16
-3720	-14
-3680	-14
-3720	-14
-3720	-14
-3720	-12
-3680	-12
-3720	-14
-3720	-10
-3720	-10
-3720	-10
-3720	-10
-3680	-8
-3720	-10
-3720	-10
-3720	-8
-3720	-8
-3680	-8
-3720	-8
-3720	-6
-3720	-6
-3720	-6
-3720	-6
-3720	-4
-3720	-2
-3720	-4
-3720	-2
-3720	-2
-3720	-2
-3720	-2
-3720	0
-3720	-2
-3720	0
-3720	0
-3720	0
-3720	0
-3720	0
-3720	0
-3720	2
-3720	2
-3680	4
-3680	2
-3720	4
-3720	4
-3720	4
-3720	6
-3720	6
-3760	8
-3720	6
-3720	8
-3720	8
-3720	8
-3720	8
-3720	8
-3720	8
-3720	8
-3720	10
-3720	10
-3720	10
-3720	10
-3720	10
-3720	12
-3720	12
-3720	10
-3720	12
-3720	12
-3720	14
-3720	14
-3680	14
-3720	14
-3720	14
-3720	14
-3720	16
-3720	14
-3680	14
-3720	16
-3720	16
-3720	14
-3720	16
-3720	16
-3680	14
-3720	16
-3720	16
-3720	16
-3720	16
-3720	16
-3720	16
-3720	16
-3720	16
-3720	16
-3720	16
-3720	16
-3720	16
-3720	18
-3720	16
-3720	18
-3720	16
-3720	16
-3720	16
-3720	16
-3720	16
-3720	16
-3720	16
-3720	16
-3720	16
-3760	16
-3720	16
-3720	16
-3720	16
-3720	14
-3720	14
-3720	14
-3720	14
-3720	14
-3720	14
-3720	14
-3720	14
-3720	14
-3720	14
-3720	14
-3720	12
-3720	12
-3720	12
-3760	10
-3720	12
-3760	10
-3720	10
-3720	10
-3720	10
-3720	8
-3720	8
-3720	8
-3720	8
-3720	8
-3720	6
-3720	8
-3720	6
-3720	8
-3720	6
-3720	4
-3720	4
-3720	6
-3720	4
-3720	4
-3720	2
-3720	2
-3720	2
-3720	4
-3720	0
-3720	0
-3680	0
-3720	0
-3720	0
-3720	0
-3720	-2
-3720	-2
-3720	-2
-3720	-2
-3720	-4
-3680	-2
-3720	-4
-3720	-4
-3720	-4
-3720	-4
-3720	-6
-3680	-6
-3720	-6
-3720	-6
-3720	-6
-3720	-8
-3720	-8
-3720	-8
-3720	-6
-3720	-10
-3720	-10
-3720	-10
-3720	-10
-3720	-10
-3720	-10
-3720	-10
-3720	-10
-3720	-10
-3720	-10
-3720	-10
-3680	-10
-3720	-10
-3680	-12
-3720	-12
-3720	-10
-3720	-12
-3720	-14
-3720	-12
-3720	-14
-3720	-12
-3720	-12
-3720	-14
-3720	-14
-3720	-14
-3720	-14
-3720	-16
-3720	-14
-3720	-14
-3680	-14
-3720	-14
-3720	-14
-3680	-16
-3720	-16
-3720	-16
-3720	-16
-3720	-16
-3720	-14
-3720	-16
-3720	-16
-3680	-16
-3720	-14
-3720	-16
-3720	-16
-3720	-16
-3720	-16
-3720	-14
-3680	-14
-3720	-16
-3680	-14
-3720	-16
-3720	-14
-3680	-14
-3720	-14
-3720	-14
-3720	-14
-3680	-14
-3720	-14
-3720	-14
-3720	-14
-3720	-14
-3720	-14
-3680	-12
-3680	-12
-3720	-16
-3720	-10
-3720	-10
-3720	-10
-3720	-10
-3720	-10
-3720	-10
-3720	-10
-3720	-10
-3720	-10
-3680	-10
-3720	-10
-3720	-10
-3720	-10
-3720	-10
-3720	-10
-3680	-8
-3720	-8
-3720	-8
-3680	-6
-3720	-6
-3720	-8
-3720	-6
-3720	-6
-3720	-8
-3720	-6
-3680	-6
-3680	-4
-3720	-4
-3680	-2
-3720	-2
-3680	-2
-3720	-2
-3720	-2
-3720	-2
-3720	0
-3680	0
-3720	-2
-3720	0
-3720	0
-3680	0
-3720	2
-3720	0
-3720	0
-3720	2
-3680	2
-3680	2
-3720	2
-3720	4
-3720	4
-3720	2
-3720	4
-3720	6
-3720	6
-3720	6
-3720	6
-3720	6
-3720	6
-3720	6
-3720	6
-3720	8
-3720	6
-3720	8
-3720	8
-3720	8
-3720	8
-3720	8
-3720	8
-3760	8
-3720	10
-3720	8
-3720	8
-3720	10
-3720	10
-3720	10
-3720	10
-3720	10
-3720	12
-3720	10
-3720	12
-3720	12
-3720	10
-3720	12
-3720	14
-3720	12
-3720	14
-3720	14
-3720	14
-3720	14
-3720	14
-3720	14
-3720	14
-3720	14
-3720	14
-3720	14
-3720	14
-3680	14
-3720	14
-3720	14
-3720	14
-3720	12
-3720	14
-3720	14
-3720	12
-3720	12
-3720	14
-3720	12
-3720	14
-3720	12
-3720	12
-3720	10
-3720	12
-3720	12
-3760	12
-3720	12
-3720	10
-3720	12
-3720	10
-3720	10
-3720	10
-3720	12
-3720	10
-3720	10
-3720	10
-3720	10
-3720	8
-3720	8
-3720	10
-3720	8
-3720	8
-3720	8
-3720	8
-3720	8
-3720	6
-3720	8
-3760	6
-3720	6
-3720	6
-3720	6
-3720	6
-3720	6
-3720	6
-3720	6
-3720	6
-3720	4
